street_id,street_address,latitude,longitude,ZEDZ(inside =1),pop_distribution,parcel_delivered(#/year),parcel_delivered(#/day),parcel_delivered(kg/day),USPS_Depot_name,USPS_Depot_parcel(kg),UPS_Depot_name,UPS_Depot_parcel(kg),Amazon_Depot_name,Amazon_Depot_Depot_parcel(kg),FedEX_Depot_name,FedEX_Depot_parcel(kg)
215,"Idaho Avenue, Santa Monica, CA90403",34.025857,-118.499352,0,214.7477404,6012.936732,16.47379927,18.12117919,depot-1,6.886048093,depot-9,4.349083006,depot-10,3.80544763,depot-11,3.261812255
216,"Kansas Avenue, Santa Monica, CA90404",34.0238307,-118.463564,0,349.9549775,9798.73937,26.84586129,29.53044742,depot-5,11.22157002,depot-9,7.08730738,depot-10,6.201393958,depot-14,5.315480535
217,"Kensington Road, Santa Monica, CA90405",34.0085291,-118.479941,1,225.8317227,6323.288237,17.32407736,19.0564851,depot-6,7.241464337,depot-9,4.573556423,depot-10,4.001861871,depot-12,3.430167318
218,"Kingman Avenue, Santa Monica, CA90402",34.0388512,-118.5087765,0,0,0,0,0,depot-1,0,depot-9,0,depot-10,0,depot-12,0
219,"Kinney Street, Santa Monica, CA90405",33.998649,-118.4809364,1,232.4013795,6507.238625,17.82805103,19.61085613,depot-6,7.45212533,depot-9,4.706605471,depot-10,4.118279787,depot-11,3.529954103
220,"la Mesa Drive, Santa Monica, CA90402",34.0462081,-118.4970724,0,914.6768518,25610.95185,70.16699137,77.18369051,depot-2,29.32980239,depot-9,18.52408572,depot-10,16.20857501,depot-13,13.89306429
221,"la Mesa Way, Santa Monica, CA90402",34.0462081,-118.4970724,0,914.6768518,25610.95185,70.16699137,77.18369051,depot-2,29.32980239,depot-9,18.52408572,depot-10,16.20857501,depot-13,13.89306429
222,"Larkin Place, Santa Monica, CA90402",34.0356274,-118.5072203,0,382.9680475,10723.10533,29.37837077,32.31620785,depot-1,12.28015898,depot-9,7.755889883,depot-10,6.786403648,depot-11,5.816917412
223,"Latimer Road, Santa Monica, CA90402",34.038924,-118.5143374,0,0,0,0,0,depot-1,0,depot-9,0,depot-10,0,depot-11,0
224,"Lincoln Boulevard, Santa Monica, CA90401",34.0193583,-118.4906837,0,151.2892687,4236.099524,11.60575212,12.76632733,depot-5,4.851204387,depot-9,3.06391856,depot-10,2.68092874,depot-12,2.29793892
225,"Lincoln Boulevard, Santa Monica, CA90402",34.0068498,-118.4752176,0,252.4928963,7069.801097,19.36931807,21.30624988,depot-6,8.096374955,depot-9,5.113499971,depot-10,4.474312475,depot-12,3.835124979
226,"Lincoln Boulevard, Santa Monica, CA90403",34.0269959,-118.499626,0,214.7477404,6012.936732,16.47379927,18.12117919,depot-1,6.886048093,depot-9,4.349083006,depot-10,3.80544763,depot-11,3.261812255
227,"Lincoln Boulevard, Santa Monica, CA90404",34.0065606,-118.4746739,0,252.4928963,7069.801097,19.36931807,21.30624988,depot-6,8.096374955,depot-9,5.113499971,depot-10,4.474312475,depot-12,3.835124979
228,"Lincoln Boulevard, Santa Monica, CA90405",34.0065606,-118.4746739,0,252.4928963,7069.801097,19.36931807,21.30624988,depot-6,8.096374955,depot-9,5.113499971,depot-10,4.474312475,depot-12,3.835124979
229,"Lincoln Court, Santa Monica, CA90401",34.0054235,-118.4738569,0,252.4928963,7069.801097,19.36931807,21.30624988,depot-6,8.096374955,depot-9,5.113499971,depot-10,4.474312475,depot-14,3.835124979
230,"Lincoln Court, Santa Monica, CA90403",34.0054235,-118.4738569,0,252.4928963,7069.801097,19.36931807,21.30624988,depot-6,8.096374955,depot-9,5.113499971,depot-10,4.474312475,depot-14,3.835124979
231,"Linda Lane, Santa Monica, CA90405",34.0061056,-118.4661698,0,252.4928963,7069.801097,19.36931807,21.30624988,depot-7,8.096374955,depot-9,5.113499971,depot-10,4.474312475,depot-14,3.835124979
232,"Lipton Avenue, Santa Monica, CA90403",34.0385768,-118.4739069,0,147.3492423,4125.778785,11.30350352,12.43385387,depot-2,4.724864471,depot-9,2.984124929,depot-10,2.611109313,depot-13,2.238093697
233,"Longfellow Street, Santa Monica, CA90405",34.0001965,-118.4814561,1,232.4013795,6507.238625,17.82805103,19.61085613,depot-6,7.45212533,depot-9,4.706605471,depot-10,4.118279787,depot-11,3.529954103
234,"Mabery Road, Santa Monica, CA90402",34.0275562,-118.5158409,0,0,0,0,0,depot-1,0,depot-9,0,depot-10,0,depot-11,0
235,"Main Street, Santa Monica, CA90401",34.002787,-118.484687,1,225.8317227,6323.288237,17.32407736,19.0564851,depot-6,7.241464337,depot-9,4.573556423,depot-10,4.001861871,depot-11,3.430167318
236,"Main Street, Santa Monica, CA90405",34.0036814,-118.4855506,1,225.8317227,6323.288237,17.32407736,19.0564851,depot-6,7.241464337,depot-9,4.573556423,depot-10,4.001861871,depot-11,3.430167318
237,"Maple Street, Santa Monica, CA90405",34.0082078,-118.4765938,0,392.3809358,10986.6662,30.10045535,33.11050088,depot-6,12.58199034,depot-9,7.946520212,depot-10,6.953205185,depot-12,5.959890159
238,"Margaret Lane, Santa Monica, CA90405",34.0097239,-118.4659276,0,252.4928963,7069.801097,19.36931807,21.30624988,depot-6,8.096374955,depot-9,5.113499971,depot-10,4.474312475,depot-14,3.835124979
239,"Marguerita Avenue, Santa Monica, CA90402",34.0247671,-118.5089937,0,382.9680475,10723.10533,29.37837077,32.31620785,depot-1,12.28015898,depot-9,7.755889883,depot-10,6.786403648,depot-11,5.816917412
240,"Marine Street, Santa Monica, CA90405",33.9984592,-118.4784768,0,232.4013795,6507.238625,17.82805103,19.61085613,depot-6,7.45212533,depot-9,4.706605471,depot-10,4.118279787,depot-11,3.529954103
241,"Marine Terrace, Santa Monica, CA90401",34.0083927,-118.4934689,1,176.441435,4940.36018,13.53523337,14.88875671,depot-5,5.657727549,depot-9,3.57330161,depot-10,3.126638909,depot-11,2.679976207
242,"Mesa Road, Santa Monica, CA90402",34.0444554,-118.4987504,0,914.6768518,25610.95185,70.16699137,77.18369051,depot-2,29.32980239,depot-9,18.52408572,depot-10,16.20857501,depot-12,13.89306429
243,"Mesita Way, Santa Monica, CA90402",34.0230417,-118.5078273,0,382.9680475,10723.10533,29.37837077,32.31620785,depot-1,12.28015898,depot-9,7.755889883,depot-10,6.786403648,depot-11,5.816917412
244,"Michigan Avenue, Santa Monica, CA90404",34.0266064,-118.4691892,0,349.9549775,9798.73937,26.84586129,29.53044742,depot-3,11.22157002,depot-9,7.08730738,depot-10,6.201393958,depot-14,5.315480535
245,"Mills Street, Santa Monica, CA90405",34.003432,-118.4848364,1,225.8317227,6323.288237,17.32407736,19.0564851,depot-6,7.241464337,depot-9,4.573556423,depot-10,4.001861871,depot-11,3.430167318
246,"Montana Avenue, Santa Monica, CA90403",34.0245381,-118.5052426,0,382.9680475,10723.10533,29.37837077,32.31620785,depot-1,12.28015898,depot-9,7.755889883,depot-10,6.786403648,depot-11,5.816917412
247,"Moss Avenue, Santa Monica, CA90401",34.01049,-118.49577,1,176.441435,4940.36018,13.53523337,14.88875671,depot-5,5.657727549,depot-9,3.57330161,depot-10,3.126638909,depot-11,2.679976207
248,"N East Channel Road, Santa Monica, CA90402",34.0357085,-118.5111044,0,0,0,0,0,depot-1,0,depot-9,0,depot-10,0,depot-11,0
249,"N Ocean Avenue, Santa Monica, CA90402",34.0230417,-118.5078273,0,382.9680475,10723.10533,29.37837077,32.31620785,depot-1,12.28015898,depot-9,7.755889883,depot-10,6.786403648,depot-11,5.816917412
250,"N Ocean Avenue, Santa Monica, CA90405",34.0230417,-118.5078273,0,382.9680475,10723.10533,29.37837077,32.31620785,depot-1,12.28015898,depot-9,7.755889883,depot-10,6.786403648,depot-11,5.816917412
251,"N San Lorenzo Street, Santa Monica, CA90402",34.0283383,-118.5189364,0,0,0,0,0,depot-1,0,depot-9,0,depot-10,0,depot-11,0
252,"Navy Street, Santa Monica, CA90405",34.0029493,-118.471558,1,232.4013795,6507.238625,17.82805103,19.61085613,depot-6,7.45212533,depot-9,4.706605471,depot-10,4.118279787,depot-14,3.529954103
253,"Nebraska Avenue, Santa Monica, CA90404",34.031654,-118.4631848,0,349.9549775,9798.73937,26.84586129,29.53044742,depot-3,11.22157002,depot-9,7.08730738,depot-10,6.201393958,depot-14,5.315480535
254,"Neilson Way, Santa Monica, CA90405",33.9996727,-118.4828833,1,232.4013795,6507.238625,17.82805103,19.61085613,depot-6,7.45212533,depot-9,4.706605471,depot-10,4.118279787,depot-11,3.529954103
255,"Norman Place, Santa Monica, CA90405",34.0028692,-118.4837587,1,225.8317227,6323.288237,17.32407736,19.0564851,depot-6,7.241464337,depot-9,4.573556423,depot-10,4.001861871,depot-11,3.430167318
256,"Oak Street, Santa Monica, CA90405",34.0158462,-118.4583161,0,478.7812855,13405.87599,36.72842738,40.40127012,depot-5,15.35248265,depot-9,9.696304829,depot-10,8.484266725,depot-14,7.272228622
257,"Ocean Avenue, Santa Monica, CA90401",34.0166374,-118.5002082,1,176.441435,4940.36018,13.53523337,14.88875671,depot-5,5.657727549,depot-9,3.57330161,depot-10,3.126638909,depot-11,2.679976207
258,"Ocean Avenue, Santa Monica, CA90402",34.0230417,-118.5078273,0,382.9680475,10723.10533,29.37837077,32.31620785,depot-1,12.28015898,depot-9,7.755889883,depot-10,6.786403648,depot-11,5.816917412
259,"Ocean Avenue, Santa Monica, CA90403",34.019002,-118.503172,0,184.9626955,5178.955475,14.18891911,15.60781102,depot-1,5.930968188,depot-9,3.745874645,depot-10,3.277640314,depot-11,2.809405984
260,"Ocean Avenue, Santa Monica, CA90405",34.0190413,-118.5035159,0,184.9626955,5178.955475,14.18891911,15.60781102,depot-1,5.930968188,depot-9,3.745874645,depot-10,3.277640314,depot-11,2.809405984
261,"Ocean Avenue Exd, Santa Monica, CA90402",34.0230417,-118.5078273,0,382.9680475,10723.10533,29.37837077,32.31620785,depot-1,12.28015898,depot-9,7.755889883,depot-10,6.786403648,depot-11,5.816917412
262,"Ocean Front, Santa Monica, CA90401",34.01325,-118.496484,1,176.441435,4940.36018,13.53523337,14.88875671,depot-5,5.657727549,depot-9,3.57330161,depot-10,3.126638909,depot-11,2.679976207
263,"Ocean Front, Santa Monica, CA90405",34.0128379,-118.46591,0,252.4928963,7069.801097,19.36931807,21.30624988,depot-6,8.096374955,depot-9,5.113499971,depot-10,4.474312475,depot-14,3.835124979
264,"Ocean Front Walk, Santa Monica, CA90401",34.0093558,-118.4944394,0,176.441435,4940.36018,13.53523337,14.88875671,depot-5,5.657727549,depot-9,3.57330161,depot-10,3.126638909,depot-11,2.679976207
265,"Ocean Front Walk, Santa Monica, CA90405",34.0093558,-118.4944394,1,176.441435,4940.36018,13.53523337,14.88875671,depot-5,5.657727549,depot-9,3.57330161,depot-10,3.126638909,depot-11,2.679976207
266,"Ocean Park Boulevard, Santa Monica, CA90405",34.013017,-118.466489,0,392.3809358,10986.6662,30.10045535,33.11050088,depot-6,12.58199034,depot-9,7.946520212,depot-10,6.953205185,depot-14,5.959890159
267,"Ocean Park Pl N, Santa Monica, CA90405",34.013017,-118.466489,0,392.3809358,10986.6662,30.10045535,33.11050088,depot-6,12.58199034,depot-9,7.946520212,depot-10,6.953205185,depot-14,5.959890159
268,"Ocean Park Pl S, Santa Monica, CA90405",34.018552,-118.457016,0,478.7812855,13405.87599,36.72842738,40.40127012,depot-8,15.35248265,depot-9,9.696304829,depot-10,8.484266725,depot-14,7.272228622
269,"Ocean Way, Santa Monica, CA90402",34.0272224,-118.5154129,0,0,0,0,0,depot-1,0,depot-9,0,depot-10,0,depot-11,0
270,"Ocean Way, Santa Monica, CA90405",34.0062695,-118.4914714,1,225.8317227,6323.288237,17.32407736,19.0564851,depot-5,7.241464337,depot-9,4.573556423,depot-10,4.001861871,depot-11,3.430167318
271,"Olympic Boulevard, Santa Monica, CA90401",34.0286797,-118.4715655,0,349.9549775,9798.73937,26.84586129,29.53044742,depot-3,11.22157002,depot-9,7.08730738,depot-10,6.201393958,depot-14,5.315480535
272,"Olympic Boulevard, Santa Monica, CA90404",34.0310719,-118.4625612,0,349.9549775,9798.73937,26.84586129,29.53044742,depot-3,11.22157002,depot-9,7.08730738,depot-10,6.201393958,depot-14,5.315480535
273,"Ozone Avenue, Santa Monica, CA90405",34.0015705,-118.4720712,0,232.4013795,6507.238625,17.82805103,19.61085613,depot-6,7.45212533,depot-9,4.706605471,depot-10,4.118279787,depot-14,3.529954103
274,"Pacific Coast Highway, Santa Monica, CA90401",34.0155196,-118.5014086,1,176.441435,4940.36018,13.53523337,14.88875671,depot-5,5.657727549,depot-9,3.57330161,depot-10,3.126638909,depot-11,2.679976207
275,"Pacific Coast Highway, Santa Monica, CA90402",34.0244025,-118.5133233,0,382.9680475,10723.10533,29.37837077,32.31620785,depot-1,12.28015898,depot-9,7.755889883,depot-10,6.786403648,depot-11,5.816917412
276,"Pacific Coast Highway, Santa Monica, CA90403",34.0211309,-118.5084952,0,184.9626955,5178.955475,14.18891911,15.60781102,depot-1,5.930968188,depot-9,3.745874645,depot-10,3.277640314,depot-11,2.809405984
277,"Pacific Street, Santa Monica, CA90405",34.0056212,-118.4877649,1,225.8317227,6323.288237,17.32407736,19.0564851,depot-6,7.241464337,depot-9,4.573556423,depot-10,4.001861871,depot-11,3.430167318
278,"Pacific Terrace, Santa Monica, CA90401",34.021256,-118.505027,0,184.9626955,5178.955475,14.18891911,15.60781102,depot-1,5.930968188,depot-9,3.745874645,depot-10,3.277640314,depot-11,2.809405984
279,"Palisades Avenue, Santa Monica, CA90402",34.0230179,-118.5094604,0,382.9680475,10723.10533,29.37837077,32.31620785,depot-1,12.28015898,depot-9,7.755889883,depot-10,6.786403648,depot-11,5.816917412
280,"Palisades Beach Road, Santa Monica, CA90401",34.0252416,-118.5142023,0,382.9680475,10723.10533,29.37837077,32.31620785,depot-1,12.28015898,depot-9,7.755889883,depot-10,6.786403648,depot-11,5.816917412
281,"Palisades Beach Road, Santa Monica, CA90402",34.025091,-118.514356,0,382.9680475,10723.10533,29.37837077,32.31620785,depot-1,12.28015898,depot-9,7.755889883,depot-10,6.786403648,depot-11,5.816917412
282,"Palisades Beach Road, Santa Monica, CA90403",34.0152589,-118.5008211,1,176.441435,4940.36018,13.53523337,14.88875671,depot-5,5.657727549,depot-9,3.57330161,depot-10,3.126638909,depot-11,2.679976207
283,"Park Drive, Santa Monica, CA90404",34.086434,-118.247567,0,0,0,0,0,depot-8,0,depot-9,0,depot-10,0,depot-15,0
284,"Paula Drive, Santa Monica, CA90405",34.0057254,-118.4667134,0,252.4928963,7069.801097,19.36931807,21.30624988,depot-6,8.096374955,depot-9,5.113499971,depot-10,4.474312475,depot-14,3.835124979
285,"Pearl Place, Santa Monica, CA90405",34.0138925,-118.4720882,0,392.3809358,10986.6662,30.10045535,33.11050088,depot-5,12.58199034,depot-9,7.946520212,depot-10,6.953205185,depot-14,5.959890159
286,"Pearl Street, Santa Monica, CA90405",34.0146375,-118.4702007,0,392.3809358,10986.6662,30.10045535,33.11050088,depot-5,12.58199034,depot-9,7.946520212,depot-10,6.953205185,depot-14,5.959890159
287,"Pennsylvania Avenue, Santa Monica, CA90404",34.0326212,-118.4667405,0,349.9549775,9798.73937,26.84586129,29.53044742,depot-3,11.22157002,depot-9,7.08730738,depot-10,6.201393958,depot-14,5.315480535
288,"Pico Boulevard, Santa Monica, CA90405",34.007049,-118.4919824,1,176.441435,4940.36018,13.53523337,14.88875671,depot-5,5.657727549,depot-9,3.57330161,depot-10,3.126638909,depot-11,2.679976207
289,"Pico Place, Santa Monica, CA90405",34.0132725,-118.4808759,0,392.3809358,10986.6662,30.10045535,33.11050088,depot-5,12.58199034,depot-9,7.946520212,depot-10,6.953205185,depot-12,5.959890159
290,"Pier Avenue, Santa Monica, CA90405",33.9983002,-118.4806673,1,232.4013795,6507.238625,17.82805103,19.61085613,depot-6,7.45212533,depot-9,4.706605471,depot-10,4.118279787,depot-11,3.529954103
291,"Pine Street, Santa Monica, CA90405",34.0075231,-118.4777836,1,225.8317227,6323.288237,17.32407736,19.0564851,depot-6,7.241464337,depot-9,4.573556423,depot-10,4.001861871,depot-12,3.430167318
292,"Princeton Street, Santa Monica, CA90403",34.0351798,-118.474867,0,147.3492423,4125.778785,11.30350352,12.43385387,depot-2,4.724864471,depot-9,2.984124929,depot-10,2.611109313,depot-14,2.238093697
293,"Princeton Street, Santa Monica, CA90404",34.0323739,-118.4717747,0,163.6776194,4582.973344,12.55609135,13.81170049,depot-3,5.248446186,depot-9,3.314808117,depot-10,2.900457103,depot-14,2.486106088
294,"Prospect Avenue, Santa Monica, CA90405",33.9959173,-118.4543385,0,0,0,0,0,depot-7,0,depot-9,0,depot-10,0,depot-15,0
295,"Raymond Avenue, Santa Monica, CA90405",34.0027692,-118.4778891,1,232.4013795,6507.238625,17.82805103,19.61085613,depot-6,7.45212533,depot-9,4.706605471,depot-10,4.118279787,depot-12,3.529954103
296,"Robson Avenue, Santa Monica, CA90405",34.0067804,-118.4635166,0,252.4928963,7069.801097,19.36931807,21.30624988,depot-7,8.096374955,depot-9,5.113499971,depot-10,4.474312475,depot-15,3.835124979
297,"Ruskin Street, Santa Monica, CA90405",34.014784,-118.4495992,0,478.7812855,13405.87599,36.72842738,40.40127012,depot-8,15.35248265,depot-9,9.696304829,depot-10,8.484266725,depot-15,7.272228622
298,"S 26th Street, Santa Monica, CA90402",34.0475609,-118.4904484,0,0,0,0,0,depot-2,0,depot-9,0,depot-10,0,depot-13,0
299,"S Centinela Avenue, Santa Monica, CA90404",34.0234307,-118.4496407,0,478.7812855,13405.87599,36.72842738,40.40127012,depot-8,15.35248265,depot-9,9.696304829,depot-10,8.484266725,depot-14,7.272228622
300,"S Centinela Avenue, Santa Monica, CA90405",34.0234307,-118.4496407,0,478.7812855,13405.87599,36.72842738,40.40127012,depot-8,15.35248265,depot-9,9.696304829,depot-10,8.484266725,depot-14,7.272228622
301,"S Pico Place, Santa Monica, CA90405",34.0141981,-118.4787651,0,392.3809358,10986.6662,30.10045535,33.11050088,depot-5,12.58199034,depot-9,7.946520212,depot-10,6.953205185,depot-12,5.959890159
302,"Sage Lane, Santa Monica, CA90402",34.0309146,-118.5148187,0,0,0,0,0,depot-1,0,depot-9,0,depot-10,0,depot-11,0
303,"San Lorenzo Street, Santa Monica, CA90402",34.038071,-118.510057,0,0,0,0,0,depot-1,0,depot-9,0,depot-10,0,depot-11,0
304,"San Vicente Boulevard, Santa Monica, CA90402",34.0279645,-118.511927,0,382.9680475,10723.10533,29.37837077,32.31620785,depot-1,12.28015898,depot-9,7.755889883,depot-10,6.786403648,depot-11,5.816917412
305,"Santa Monica Boulevard, Santa Monica, CA90401",34.0175682,-118.4941615,1,176.441435,4940.36018,13.53523337,14.88875671,depot-5,5.657727549,depot-9,3.57330161,depot-10,3.126638909,depot-11,2.679976207
306,"Santa Monica Boulevard, Santa Monica, CA90404",34.0333177,-118.4755183,0,147.3492423,4125.778785,11.30350352,12.43385387,depot-3,4.724864471,depot-9,2.984124929,depot-10,2.611109313,depot-14,2.238093697
307,"Schader Drive, Santa Monica, CA90404",34.0304024,-118.4759068,0,163.6776194,4582.973344,12.55609135,13.81170049,depot-3,5.248446186,depot-9,3.314808117,depot-10,2.900457103,depot-14,2.486106088
308,"Sea Colony Drive, Santa Monica, CA90405",33.9980049,-118.4825744,1,232.4013795,6507.238625,17.82805103,19.61085613,depot-6,7.45212533,depot-9,4.706605471,depot-10,4.118279787,depot-11,3.529954103
309,"Seaside Terrace, Santa Monica, CA90401",34.0099943,-118.4965085,1,176.441435,4940.36018,13.53523337,14.88875671,depot-5,5.657727549,depot-9,3.57330161,depot-10,3.126638909,depot-11,2.679976207
310,"Seaview Terrace, Santa Monica, CA90401",34.0082472,-118.4915222,1,176.441435,4940.36018,13.53523337,14.88875671,depot-5,5.657727549,depot-9,3.57330161,depot-10,3.126638909,depot-11,2.679976207
311,"Short Street, Santa Monica, CA90402",34.027946,-118.518455,0,0,0,0,0,depot-1,0,depot-9,0,depot-10,0,depot-11,0
312,"Stanford Street, Santa Monica, CA90403",34.0318183,-118.4664077,0,349.9549775,9798.73937,26.84586129,29.53044742,depot-3,11.22157002,depot-9,7.08730738,depot-10,6.201393958,depot-14,5.315480535
313,"Stanford Street, Santa Monica, CA90404",34.0387904,-118.4737822,0,147.3492423,4125.778785,11.30350352,12.43385387,depot-2,4.724864471,depot-9,2.984124929,depot-10,2.611109313,depot-13,2.238093697
314,"Stassi Lane, Santa Monica, CA90402",34.0321237,-118.5107583,0,0,0,0,0,depot-1,0,depot-9,0,depot-10,0,depot-11,0
315,"State Route 1, Santa Monica, CA90401",34.0151519,-118.4865267,1,176.441435,4940.36018,13.53523337,14.88875671,depot-5,5.657727549,depot-9,3.57330161,depot-10,3.126638909,depot-12,2.679976207
316,"State Route 1, Santa Monica, CA90402",34.0151519,-118.4865267,1,176.441435,4940.36018,13.53523337,14.88875671,depot-5,5.657727549,depot-9,3.57330161,depot-10,3.126638909,depot-12,2.679976207
317,"State Route 1, Santa Monica, CA90403",34.0151519,-118.4865267,1,176.441435,4940.36018,13.53523337,14.88875671,depot-5,5.657727549,depot-9,3.57330161,depot-10,3.126638909,depot-12,2.679976207
318,"State Route 1, Santa Monica, CA90404",34.0151519,-118.4865267,1,176.441435,4940.36018,13.53523337,14.88875671,depot-5,5.657727549,depot-9,3.57330161,depot-10,3.126638909,depot-12,2.679976207
319,"State Route 1, Santa Monica, CA90405",34.0151519,-118.4865267,1,176.441435,4940.36018,13.53523337,14.88875671,depot-5,5.657727549,depot-9,3.57330161,depot-10,3.126638909,depot-12,2.679976207
320,"State Route 2, Santa Monica, CA90401",34.0385883,-118.4675526,0,0,0,0,0,depot-2,0,depot-9,0,depot-10,0,depot-14,0
321,"State Route 2, Santa Monica, CA90404",34.0385883,-118.4675526,0,0,0,0,0,depot-2,0,depot-9,0,depot-10,0,depot-14,0
322,"Steiner Avenue, Santa Monica, CA90405",34.01105,-118.4683813,0,252.4928963,7069.801097,19.36931807,21.30624988,depot-6,8.096374955,depot-9,5.113499971,depot-10,4.474312475,depot-14,3.835124979
323,"Stewart Street, Santa Monica, CA90404",34.030681,-118.465911,0,349.9549775,9798.73937,26.84586129,29.53044742,depot-3,11.22157002,depot-9,7.08730738,depot-10,6.201393958,depot-14,5.315480535
324,"Strand Street, Santa Monica, CA90405",34.0045945,-118.4868071,1,225.8317227,6323.288237,17.32407736,19.0564851,depot-6,7.241464337,depot-9,4.573556423,depot-10,4.001861871,depot-11,3.430167318
325,"Sumac Lane, Santa Monica, CA90402",34.0309146,-118.5148187,0,0,0,0,0,depot-1,0,depot-9,0,depot-10,0,depot-11,0
326,"Sunset Avenue, Santa Monica, CA90405",34.0077403,-118.4673461,0,252.4928963,7069.801097,19.36931807,21.30624988,depot-6,8.096374955,depot-9,5.113499971,depot-10,4.474312475,depot-14,3.835124979
327,"Sycamore Road, Santa Monica, CA90402",34.027946,-118.518455,0,0,0,0,0,depot-1,0,depot-9,0,depot-10,0,depot-11,0
328,"Taft Way, Santa Monica, CA90401",34.0178335,-118.5016847,1,184.9626955,5178.955475,14.18891911,15.60781102,depot-1,5.930968188,depot-9,3.745874645,depot-10,3.277640314,depot-11,2.809405984
329,"The Promenade, Santa Monica, CA90401",34.0164092,-118.4967894,1,176.441435,4940.36018,13.53523337,14.88875671,depot-5,5.657727549,depot-9,3.57330161,depot-10,3.126638909,depot-11,2.679976207
330,"The Promenade, Santa Monica, CA90405",34.0164092,-118.4967894,1,176.441435,4940.36018,13.53523337,14.88875671,depot-5,5.657727549,depot-9,3.57330161,depot-10,3.126638909,depot-11,2.679976207
331,"Upper Mesa Road, Santa Monica, CA90402",34.0340072,-118.5157256,0,0,0,0,0,depot-1,0,depot-9,0,depot-10,0,depot-11,0
332,"Urban Avenue, Santa Monica, CA90404",34.0253098,-118.4596625,0,349.9549775,9798.73937,26.84586129,29.53044742,depot-5,11.22157002,depot-9,7.08730738,depot-10,6.201393958,depot-14,5.315480535
333,"Vicente Terrace, Santa Monica, CA90401",34.0279645,-118.511927,0,382.9680475,10723.10533,29.37837077,32.31620785,depot-1,12.28015898,depot-9,7.755889883,depot-10,6.786403648,depot-11,5.816917412
334,"Village Pkwy, Santa Monica, CA90405",34.0179049,-118.4578008,0,478.7812855,13405.87599,36.72842738,40.40127012,depot-5,15.35248265,depot-9,9.696304829,depot-10,8.484266725,depot-14,7.272228622
335,"Virginia Avenue, Santa Monica, CA90404",34.0216384,-118.4674549,0,349.9549775,9798.73937,26.84586129,29.53044742,depot-5,11.22157002,depot-9,7.08730738,depot-10,6.201393958,depot-14,5.315480535
336,"W Channel Road, Santa Monica, CA90402",34.029798,-118.5174586,0,0,0,0,0,depot-1,0,depot-9,0,depot-10,0,depot-11,0
337,"W Rustic Road, Santa Monica, CA90402",34.0322748,-118.4817852,0,147.3492423,4125.778785,11.30350352,12.43385387,depot-3,4.724864471,depot-9,2.984124929,depot-10,2.611109313,depot-13,2.238093697
338,"W Santa Monica Boulevard, Santa Monica, CA90404",34.0347439,-118.4725803,0,147.3492423,4125.778785,11.30350352,12.43385387,depot-3,4.724864471,depot-9,2.984124929,depot-10,2.611109313,depot-14,2.238093697
339,"Wadsworth Avenue, Santa Monica, CA90405",34.003008,-118.4866285,1,225.8317227,6323.288237,17.32407736,19.0564851,depot-6,7.241464337,depot-9,4.573556423,depot-10,4.001861871,depot-11,3.430167318
340,"Warwick Avenue, Santa Monica, CA90404",34.0293131,-118.4582193,0,349.9549775,9798.73937,26.84586129,29.53044742,depot-3,11.22157002,depot-9,7.08730738,depot-10,6.201393958,depot-14,5.315480535
341,"Washington Avenue, Santa Monica, CA90403",34.029868,-118.4919258,0,190.5912109,5336.553904,14.62069563,16.08276519,depot-3,6.111450772,depot-9,3.859863645,depot-10,3.37738069,depot-12,2.894897734
342,"Washington Pl S, Santa Monica, CA90403",34.0374567,-118.4815324,0,580.4784119,16253.39553,44.52985077,48.98283585,depot-2,18.61347762,depot-9,11.7558806,depot-10,10.28639553,depot-13,8.816910453
343,"Wellesley Drive, Santa Monica, CA90405",34.008867,-118.463152,0,252.4928963,7069.801097,19.36931807,21.30624988,depot-7,8.096374955,depot-9,5.113499971,depot-10,4.474312475,depot-14,3.835124979
344,"Wilshire Boulevard, Santa Monica, CA90401",34.017523,-118.499814,1,176.441435,4940.36018,13.53523337,14.88875671,depot-5,5.657727549,depot-9,3.57330161,depot-10,3.126638909,depot-11,2.679976207
345,"Wilshire Boulevard, Santa Monica, CA90403",34.033503,-118.4803348,0,147.3492423,4125.778785,11.30350352,12.43385387,depot-2,4.724864471,depot-9,2.984124929,depot-10,2.611109313,depot-13,2.238093697
346,"Wilson Place, Santa Monica, CA90405",34.0025792,-118.4710091,0,232.4013795,6507.238625,17.82805103,19.61085613,depot-6,7.45212533,depot-9,4.706605471,depot-10,4.118279787,depot-14,3.529954103
347,"Winnett Place, Santa Monica, CA90402",34.0318534,-118.5026596,0,382.9680475,10723.10533,29.37837077,32.31620785,depot-1,12.28015898,depot-9,7.755889883,depot-10,6.786403648,depot-12,5.816917412
348,"Woodacres Road, Santa Monica, CA90402",34.0399499,-118.5054752,0,382.9680475,10723.10533,29.37837077,32.31620785,depot-1,12.28015898,depot-9,7.755889883,depot-10,6.786403648,depot-12,5.816917412
349,"Yale Street, Santa Monica, CA90403",34.0383661,-118.4750599,0,580.4784119,16253.39553,44.52985077,48.98283585,depot-2,18.61347762,depot-9,11.7558806,depot-10,10.28639553,depot-13,8.816910453
350,"Yale Street, Santa Monica, CA90404",34.034314,-118.470567,0,163.6776194,4582.973344,12.55609135,13.81170049,depot-3,5.248446186,depot-9,3.314808117,depot-10,2.900457103,depot-14,2.486106088
